Citations,Authors,Title,Year,Source,Publisher,Branch,Keywords,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
139,"Timothee Masquelier, Etienne Hugues, Gustavo Deco, Simon J Thorpe","Oscillations, Phase-of-Firing Coding, and Spike Timing-Dependent Plasticity: An Efficient Learning Scheme",2009,The Journal of Neuroscience,,Computational and Cognitive Neuroscience,"Spike-timing-dependent plasticity, Oscillation, Functional role, Decoding methods, Communication, Coding (social sciences), Brain activity and meditation, Biology, Biological system, Biochemistry",https://repositori.upf.edu/handle/10230/16657,,36,06/05/2020 21:15,Journal article,10.1523/JNEUROSCI.2207-09.2009,,,29,43,13484,13493,139,12.64,35,4,11,"Recent experiments have established that information can be encoded in the spike times of neurons relative to the phase of a background oscillation in the local field potential—a phenomenon referred to as “phase-of-firing coding” (PoFC). These firing phase preferences could result from combining an oscillation in the input current with a stimulus-dependent static component that would produce the variations in preferred phase, but it remains unclear whether these phases are an epiphenomenon or really affect neuronal interactions—only then could they have a functional role. Here we show that PoFC has a major impact on downstream learning and decoding with the now well established spike timing-dependent plasticity (STDP). To be precise, we demonstrate with simulations how a single neuron equipped with STDP robustly detects a pattern of input currents automatically encoded in the phases of a subset of its afferents, and repeating at random intervals. Remarkably, learning is possible even when only a small fraction of the afferents (∼10%) exhibits PoFC. The ability of STDP to detect repeating patterns had been noted before in continuous activity, but it turns out that oscillations greatly facilitate learning. A benchmark with more conventional rate-based codes demonstrates the superiority of oscillations and PoFC for both STDP-based learning and the speed of decoding: the oscillation partially formats the input spike times, so that they mainly depend on the current input currents, and can be efficiently learned by STDP and then recognized in just one oscillation cycle. This suggests a major functional role for oscillatory brain activity that has been widely reported experimentally."
370,"Gustavo Deco, Edmund T Rolls, Ranulfo Romo",Stochastic dynamics as a principle of brain function,2009,Progress in Neurobiology,,Computational and Cognitive Neuroscience,"Recall, Probabilistic logic, Neuroscience, Neurophysiology, Energy landscape, Detection theory, Deadlock, Communication, Biology, Biological system, Attractor network, Attractor",http://www.ncbi.nlm.nih.gov/pubmed/19428958,,22,06/05/2020 21:15,Journal article,10.1016/J.PNEUROBIO.2009.01.006,,,88,1,1,16,370,33.64,123,3,11,"The relatively random spiking times of individual neurons are a source of noise in the brain. We show that in a finite-sized cortical attractor network, this can be an advantage, for it leads to probabilistic behavior that is advantageous in decision-making, by preventing deadlock, and is important in signal detectability. We show how computations can be performed through stochastic dynamical effects, including the role of noise in enabling probabilistic jumping across barriers in the energy landscape describing the flow of the dynamics in attractor networks. The results obtained in neurophysiological studies of decision-making and signal detectability are modelled by the stochastical neurodynamics of integrate-and-fire networks of neurons with probabilistic neuronal spiking. We describe how these stochastic neurodynamical effects can be analyzed, and their importance in many aspects of brain function, including decision-making, memory recall, short-term memory, and attention."
539,"Gustavo Deco, Viktor K Jirsa, Anthony R Mcintosh, Olaf Sporns, Rolf Kotter","Key role of coupling, delay, and noise in resting brain fluctuations",2009,Proceedings of the National Academy of Sciences of the United States of America,,Computational and Cognitive Neuroscience,"Synchronization, Stochastic resonance, Statistical physics, Resting state fMRI, Physics, Oscillation, Network dynamics, Coupling, Computer simulation, Brain mapping",http://europepmc.org/articles/PMC2690605,,3,06/05/2020 21:15,Journal article,10.1073/PNAS.0901831106,,,106,25,10302,10307,539,49,108,5,11,"A growing body of neuroimaging research has documented that, in the absence of an explicit task, the brain shows temporally coherent activity. This so-called “resting state” activity or, more explicitly, the default-mode network, has been associated with daydreaming, free association, stream of consciousness, or inner rehearsal in humans, but similar patterns have also been found under anesthesia and in monkeys. Spatiotemporal activity patterns in the default-mode network are both complex and consistent, which raises the question whether they are the expression of an interesting cognitive architecture or the consequence of intrinsic network constraints. In numerical simulation, we studied the dynamics of a simplified cortical network using 38 noise-driven (Wilson–Cowan) oscillators, which in isolation remain just below their oscillatory threshold. Time delay coupling based on lengths and strengths of primate corticocortical pathways leads to the emergence of 2 sets of 40-Hz oscillators. The sets showed synchronization that was anticorrelated at <0.1 Hz across the sets in line with a wide range of recent experimental observations. Systematic variation of conduction velocity, coupling strength, and noise level indicate a high sensitivity of emerging synchrony as well as simulated blood flow blood oxygen level-dependent (BOLD) on the underlying parameter values. Optimal sensitivity was observed around conduction velocities of 1–2 m/s, with very weak coupling between oscillators. An additional finding was that the optimal noise level had a characteristic scale, indicating the presence of stochastic resonance, which allows the network dynamics to respond with high sensitivity to changes in diffuse feedback activity."
93,"Gustavo Deco, Edmund T Rolls, Ranulfo Romo",Synaptic dynamics and decision making,2010,Proceedings of the National Academy of Sciences of the United States of America,,Computational and Cognitive Neuroscience,"Synapse, Stimulus (physiology), Premotor cortex, Neurotransmission, Neuroscience, Neural facilitation, Motor cortex, ENCODE, Computer science, Attractor",http://europepmc.org/abstract/MED/20360555,,64,06/05/2020 21:15,Journal article,10.1073/PNAS.1002333107,,,107,16,7545,7549,93,9.3,31,3,10,"During decision making between sequential stimuli, the first stimulus must be held in memory and then compared with the second. Here, we show that in systems that encode the stimuli by their firing rate, neurons can use synaptic facilitation not only to remember the first stimulus during the delay but during the presentation of the second stimulus so that they respond to a combination of the first and second stimuli, as has been found for “partial differential” neurons recorded in the ventral premotor cortex during vibrotactile flutter frequency decision making. Moreover, we show that such partial differential neurons provide important input to a subsequent attractor decision-making network that can then compare this combination of the first and second stimuli with inputs from other neurons that respond only to the second stimulus. Thus, both synaptic facilitation and neuronal attractor dynamics can account for sequential decision making in such systems in the brain."
103,"Edmund T Rolls, Fabian Grabenhorst, Gustavo Deco","Decision-Making, Errors, and Confidence in the Brain",2010,Journal of Neurophysiology,,Computational and Cognitive Neuroscience,"Psychology, Probabilistic logic, Premovement neuronal activity, Prefrontal cortex, Neuroscience, Functional magnetic resonance imaging, Decision confidence, Cingulate cortex, Attractor network, Attractor",http://www.ncbi.nlm.nih.gov/pubmed/20810685,,52,06/05/2020 21:15,Journal article,10.1152/JN.00571.2010,,,104,5,2359,2374,103,10.3,34,3,10,"To provide a fundamental basis for understanding decision-making and decision confidence, we analyze a neuronal spiking attractor-based model of decision-making. The model predicts probabilistic decision-making with larger neuronal responses and larger functional magnetic resonance imaging (fMRI) blood-oxygen-level-dependent (BOLD) responses on correct than on error trials because the spiking noise-influenced decision attractor state of the network is consistent with the external evidence. Moreover, the model predicts that the neuronal activity and the BOLD response will become larger on correct trials as the discriminability ΔI increases and confidence increases and will become smaller as confidence decreases on error trials as ΔI increases. Confidence is thus an emergent property of the model. In an fMRI study of an olfactory decision-making task, we confirm these predictions for cortical areas including medial prefrontal cortex and the cingulate cortex implicated in choice decision-making, showing a li..."
119,"Edmund T Rolls, Fabian Grabenhorst, Gustavo Deco","Choice, difficulty, and confidence in the brain.",2010,NeuroImage,,Computational and Cognitive Neuroscience,"Stimulus (physiology), Psychology, Probabilistic logic, Premovement neuronal activity, Prefrontal cortex, Orbitofrontal cortex, Neuroscience, Computational neuroscience, Cognitive psychology, Attractor network, Attractor",http://www.oxcns.org/papers/486_Rolls++10%20Choice%20difficulty%20and%20confidence%20in%20the%20brain.pdf,,46,06/05/2020 21:15,Journal article,10.1016/J.NEUROIMAGE.2010.06.073,,,53,2,694,706,119,11.9,40,3,10,"article i nfo To provide a neurobiological basis for understanding decision-making and decision confidence, we describe and analyze a neuronal spiking attractor-based model of decision-making that makes predictions about synaptic and neuronal activity, the fMRI BOLD response, and behavioral choice as a function of the easiness of the decision, and thus decision confidence. The spiking network model predicts probabilistic decision- making with faster and larger neuronal responses on easy versus difficult choices, that is as the discriminability ΔI between the choices increases, and these and the synaptic currents in turn predict larger BOLD responses as the discriminability increases. Confidence, which increases with discriminability, thus emerges from the firing rates of the decision-making neurons in the choice attractor network. In two fMRI studies, we confirm these predictions by showing that brain areas such as medial prefrontal cortex area 10 implicated in choice decision-making between pleasant stimuli have BOLD activations linearly related to the easiness of both olfactory and warm pleasantness choices. Further, this signature is not found in orbitofrontal cortex areas that represent on a continuous scale the value of the stimuli, but are not implicated in the choice itself. This provides a unifying and fundamental approach to decision-making and decision confidence, and to how spiking-related noise in the brain affects choice, confidence, synaptic and neuronal activity, and fMRI signals."
154,"Andres Buehlmann, Gustavo Deco",Optimal Information Transfer in the Cortex through Synchronization,2010,PLOS Computational Biology,,Neuronal Networks,"Transfer entropyTopology, Synchronization, Oscillation, Network analysis, Modulation, Information transfer, Genetics, Cortical Synchronization, Computer science, Artificial neural network, Artificial intelligence",http://dx.plos.org/10.1371/journal.pcbi.1000934,,33,06/05/2020 21:15,Journal article,10.1371/JOURNAL.PCBI.1000934,,,6,9,3307,3314,154,15.4,77,2,10,"In recent experimental work it has been shown that neuronal interactions are modulated by neuronal synchronization and that this modulation depends on phase shifts in neuronal oscillations. This result suggests that connections in a network can be shaped through synchronization. Here, we test and expand this hypothesis using a model network. We use transfer entropy, an information theoretical measure, to quantify the exchanged information. We show that transferred information depends on the phase relation of the signal, that the amount of exchanged information increases as a function of oscillations in the signal and that the speed of the information transfer increases as a function of synchronization. This implies that synchronization makes information transport more efficient. In summary, our results reinforce the hypothesis that synchronization modulates neuronal interactions and provide further evidence that gamma band synchronization has behavioral relevance."
160,"Viktor K Jirsa, Olaf Sporns, Michael Breakspear, Gustavo Deco, Anthony R Mcintosh",Towards the virtual brain: network modeling of the intact and the damaged brain.,2010,Archives Italiennes De Biologie,,Computational and Cognitive Neuroscience,"Resting state fMRI, Psychology, Population, Node (networking), Neuroscience, Empirical data, Dynamic network analysis, Brain repair, Brain network, Brain damage",http://www.architalbiol.org/index.php/aib/article/view/148189/21175008,,32,06/05/2020 21:15,Journal article,10.4449/AIB.V148I3.1223,,,148,3,189,205,160,16,32,5,10,"Neurocomputational models of large-scale brain dynamics utilizing realistic connectivity matrices have advanced our understanding of the operational network principles in the brain. In particular, spontaneous or resting state activity has been studied on various scales of spatial and temporal organization including those that relate to physiological, encephalographic and hemodynamic data. In this article we focus on the brain from the perspective of a dynamic network and discuss the role of its network constituents in shaping brain dynamics. These constituents include the brain’s structural connectivity, the population dynamics of its network nodes and the time delays involved in signal transmission. In addition, no discussion of brain dynamics would be complete without considering noise and stochastic effects. In fact, there is mounting evidence that the interaction between noise and dynamics plays an important functional role in shaping key brain processes. In particular, we discuss a unifying theoretical framework that explains how structured spatio-temporal resting state patterns emerge from noise driven explorations of unstable or stable oscillatory states. Embracing this perspective, we explore the consequences of network manipulations to understand some of the brain’s dysfunctions, as well as network effects that offer new insights into routes towards therapy, recovery and brain repair. These collective insights will be at the core of a new computational environment, the Virtual Brain, which will allow flexible incorporation of empirical data constraining the brain models to integrate, unify and predict network responses to incipient pathological processes."
65,"Edmund T Rolls, Gustavo Deco",A computational neuroscience approach to schizophrenia and its onset,2011,Neuroscience & Biobehavioral Reviews,,Computational and Cognitive Neuroscience,"Synaptic pruning, Schizophrenia, Psychology, Neuroscience, NMDA receptor, Grey matter, Dopamine, Developmental psychology, Computational neuroscience, Attractor network, Attractor",http://www.oxcns.org/papers/490%20Rolls%20and%20Deco%202011%20A%20computational%20neuroscience%20approach%20to%20schizophrenia%20and%20its%20onset.pdf,,87,06/05/2020 21:15,Journal article,10.1016/J.NEUBIOREV.2010.09.001,,,35,8,1644,1653,65,7.22,33,2,9,"a b s t r a c t Computational neuroscience integrate-and-fire attractor network models can be used to understand the factors that alter the stability of cortical networks in the face of noise caused for example by neuronal spiking times. A reduction of the firing rates of cortical neurons caused for example by reduced NMDA receptor function (present in schizophrenia) can lead to instability of the high firing rate attractor states that normally implement short-term memory and attention, contributing to the cognitive and negative symptoms of schizophrenia. Reduced cortical inhibition caused by a reduction of GABA neurotransmis- sion (present in schizophrenia) can lead to instability of the spontaneous firing states of cortical networks, leading to a noise-induced jump to a high firing rate attractor state even in the absence of external inputs, contributing to the positive symptoms of schizophrenia. We consider how effects occurring at the time of late adolescence including synaptic pruning, decreases in grey matter volume, and changes in GABA- mediated inhibition and dopamine may contribute to the onset in some individuals of schizophrenia at this time."
83,"Gustavo Deco, Alexander Thiele",Cholinergic control of cortical network interactions enables feedback-mediated attentional modulation,2011,European Journal of Neuroscience,,Computational and Cognitive Neuroscience,"Visual cortex, Stimulus (physiology), Nicotinic agonist, Neuroscience, Muscarinic acetylcholine receptor, Inhibitory postsynaptic potential, Cognition, Cholinergic, Biology, Acetylcholine",http://onlinelibrary.wiley.com/doi/10.1111/j.1460-9568.2011.07749.x/full,,72,06/05/2020 21:15,Journal article,10.1111/J.1460-9568.2011.07749.X,,,34,1,146,157,83,9.22,42,2,9,"Attention increases our ability to detect behaviorally relevant stimuli. At the neuronal level this is supported by increased firing rates of neurons representing the attended object. In primary visual cortex an attention-mediated activity increase depends on the presence of the neuromodulator acetylcholine. Using a spiking network model of visual cortex we have investigated how acetylcholine interacts with biased feedback to enable attentional processing. Although acetylcholine affects cortical processing in a multitude of manners, we restricted our analysis to four of its main established actions. These were (i) a reduction in firing rate adaptation by reduction in M-currents (muscarinic), (ii) an increase in thalamocortical synaptic efficacy by nicotinic presynaptic receptors, (iii) a reduction in lateral interactions by muscarinic presynaptic receptors, and (iv) an increase in inhibitory drive by muscarinic receptors located on inhibitory interneurons. We found that acetylcholine contributes to feedback-mediated attentional modulation, mostly by reducing intracortical interactions and also to some extent by increasing the inhibitory drive. These findings help explain why acetylcholine is necessary for top‐down-driven attentional modulation, and suggest a close interdependence of cholinergic and feedback drive in mediating cognitive function."
169,"Panagiota Theodoni, T Panagiotaropoulos, Vishal Kapoor, N K Logothetis, N K Logothetis, Gustavo Deco",Cortical Microcircuit Dynamics Mediating Binocular Rivalry: The Role of Adaptation in Inhibition,2011,Frontiers in Human Neuroscience,,Computational and Cognitive Neuroscience,"Working memory, Stimulus (physiology), Psychology, Population, Perception, Parametric statistics, Neuroscience, Bistability, Binocular rivalry, Attractor",http://europepmc.org/articles/PMC3224982,,21,06/05/2020 21:15,Journal article,10.3389/FNHUM.2011.00145,,,5,145,1,19,169,18.78,28,6,9,"Perceptual bistability arises when two conflicting interpretations of an ambiguous stimulus or images in binocular rivalry (BR) compete for perceptual dominance. From a computational point of view competition models based on cross-inhibition and adaptation have shown that noise is a crucial force for rivalry and operates in balance with adaptation in order to explain the observed alternations in perception. In particular, noise-driven transitions and adaptation-driven oscillations define two dynamical regimes and the system operates near its boundary. In order to gain insights into the microcircuit dynamics mediating spontaneous perceptual alternations we used a reduced recurrent attractor-based biophysically realistic spiking network well known for working memory, attention and decision-making, where a spike-frequency adaptation mechanism is implemented to account for perceptual bistability. We, thus, derived a consistently reduced four-variable population rate model using mean-field techniques and tested it on BR data collected from human subjects. Our model accounts for experimental data parameters such as time dominance, coefficient of variation and gamma distribution. In addition, we show that our model also operates on the boundary between noise and adaptation and agrees with Levelt’s second revised and fourth propositions. These results show for the first time that a consistent reduction of a biophysically realistic spiking network of integrate and fire neurons with spike frequency adaptation could account for BR. Moreover, we demonstrate that BR can be explained only through the dynamics of the competing neuronal pools, without taking into account the adaptation of inhibitory interneurons..However, adaptation of interneurons affects the optimal parametric space of the system, by decreasing the overall adaptation necessary for the bifurcation to occur."
243,"Gustavo Deco, Maurizio Corbetta",The Dynamical Balance of the Brain at Rest,2011,The Neuroscientist,,Computational and Cognitive Neuroscience,"Synchronization, Stochastic resonance, Stimulus (physiology), Resting state fMRI, Psychology, Neuroscience, Nerve net, Computational model, Coherence (physics), Brain mapping",http://europepmc.org/articles/PMC4139497,,15,06/05/2020 21:15,Journal article,10.1177/1073858409354384,,,17,1,107,123,243,27,122,2,9,"The authors review evidence that spontaneous, that is, not stimulus or task driven, activity in the brain at the level of large-scale neural systems is not noise, but orderly and organized in a series of functional networks that maintain, at all times, a high level of coherence. These networks of spontaneous activity correlation or resting state networks (RSN) are closely related to the underlying anatomical connectivity, but their topography is also gated by the history of prior task activation. Network coherence does not depend on covert cognitive activity, but its strength and integrity relates to behavioral performance. Some RSN are functionally organized as dynamically competing systems both at rest and during tasks. Computational studies show that one of such dynamics, the anticorrelation between networks, depends on noise-driven transitions between different multistable cluster synchronization states. These multistable states emerge because of transmission delays between regions that are modeled as..."
338,"Joana Cabral, Etienne Hugues, Olaf Sporns, Gustavo Deco",Role of local network oscillations in resting-state functional connectivity,2011,NeuroImage,,Computational and Cognitive Neuroscience,"Synchronization, Resting state fMRI, Node (networking), Network dynamics, Mathematics, Local field potential, Kuramoto model, Human brain, Default mode network, Cognitive psychology, Biological system, Artificial intelligence",https://doi.org/10.1016/j.neuroimage.2011.04.010,,6,06/05/2020 21:15,Journal article,10.1016/J.NEUROIMAGE.2011.04.010,,,57,1,130,139,338,37.56,85,4,9,"Spatio-temporally organized low-frequency fluctuations (< 0.1 Hz), observed in BOLD fMRI signal during rest, suggest the existence of underlying network dynamics that emerge spontaneously from intrinsic brain processes. Furthermore, significant correlations between distinct anatomical regions—or functional connectivity (FC)—have led to the identification of several widely distributed resting-state networks (RSNs). This slow dynamics seems to be highly structured by anatomical connectivity but the mechanism behind it and its relationship with neural activity, particularly in the gamma frequency range, remains largely unknown. Indeed, direct measurements of neuronal activity have revealed similar large-scale correlations, particularly in slow power fluctuations of local field potential gamma frequency range oscillations. To address these questions, we investigated neural dynamics in a large-scale model of the human brain's neural activity. A key ingredient of the model was a structural brain network defined by empirically derived long-range brain connectivity together with the corresponding conduction delays. A neural population, assumed to spontaneously oscillate in the gamma frequency range, was placed at each network node. When these oscillatory units are integrated in the network, they behave as weakly coupled oscillators. The time-delayed interaction between nodes is described by the Kuramoto model of phase oscillators, a biologically-based model of coupled oscillatory systems. For a realistic setting of axonal conduction speed, we show that time-delayed network interaction leads to the emergence of slow neural activity fluctuations, whose patterns correlate significantly with the empirically measured FC. The best agreement of the simulated FC with the empirically measured FC is found for a set of parameters where subsets of nodes tend to synchronize although the network is not globally synchronized. Inside such clusters, the simulated BOLD signal between nodes is found to be correlated, instantiating the empirically observed RSNs. Between clusters, patterns of positive and negative correlations are observed, as described in experimental studies. These results are found to be robust with respect to a biologically plausible range of model parameters. In conclusion, our model suggests how resting-state neural activity can originate from the interplay between the local neural dynamics and the large-scale structure of the brain."
1118,"Gustavo Deco, Viktor K Jirsa, Viktor K Jirsa, Anthony R Mcintosh",Emerging concepts for the dynamical organization of resting-state activity in the brain,2011,Nature Reviews Neuroscience,,Computational and Cognitive Neuroscience,"Resting state fMRI, Psychology, Neuroscience, Neural system, Neocortex, Functional networks, Functional network, Experimental work, Brain activity and meditation, Anatomical connectivity",https://www.nature.com/articles/nrn2961,,1,06/05/2020 21:15,Journal article,10.1038/NRN2961,,,12,1,43,56,1118,124.22,280,4,9,"A broad body of experimental work has demonstrated that apparently spontaneous brain activity is not random. At the level of large-scale neural systems, as measured with functional MRI (fMRI), this ongoing activity reflects the organization of a series of highly coherent functional networks. These so-called resting-state networks (RSNs) closely relate to the underlying anatomical connectivity but cannot be understood in those terms alone. Here we review three large-scale neural system models of primate neocortex that emphasize the key contributions of local dynamics, signal transmission delays and noise to the emerging RSNs. We propose that the formation and dissolution of resting-state patterns reflects the exploration of possible functional network configurations around a stable anatomical skeleton."
121,"Joana Cabral, Joana Cabral, Etienne Hugues, Morten L Kringelbach, Morten L Kringelbach, Gustavo Deco",Modeling the outcome of structural disconnection on resting-state functional connectivity.,2012,NeuroImage,,Computational and Cognitive Neuroscience,"Structural level, Resting state fMRI, Psychology, Neuroscience, Network model, Graph theory, Disconnection, Degree distribution, Cognitive psychology, CognitionBrain activity and meditation, Artificial intelligence",https://doi.org/10.1016/j.neuroimage.2012.06.007,,38,06/05/2020 21:15,Journal article,10.1016/J.NEUROIMAGE.2012.06.007,,,62,3,1342,1353,121,15.13,20,6,8,"article i nfo A growing body of experimental evidence suggests that functional connectivity at rest is shaped by the un- derlying anatomical structure. Furthermore, the organizational properties of resting-state functional net- works are thought to serve as the basis for an optimal cognitive integration. A disconnection at the structural level, as occurring in some brain diseases, would then lead to functional and presumably cognitive impairments. In this work, we propose a computational model to investigate the role of a structural disconnection (encompassing putative local/global and axonal/synaptic mechanisms) on the organizational properties of emergent functional networks. The brain's spontaneous neural activity and the corresponding hemodynamic response were simulated using a large-scale network model, consisting of local neural populations coupled through white matter fibers. For a certain coupling strength, simulations reproduced healthy resting-state functional connectivity with graph properties in the range of the ones reported experimentally. When the structural connectivity is decreased, either globally or locally, the resultant simulated functional connectivity exhibited a network reorganization characterized by an increase in hierarchy, efficiency and robustness, a de- crease in small-worldness and clustering and a narrower degree distribution, in the same way as recently reported for schizophrenia patients. Theoretical results indicate that most disconnection-related neuropa- thologies should induce the same qualitative changes in resting-state brain activity."
126,"Gustavo Deco, Mario Senden, Viktor K Jirsa",How anatomy shapes dynamics: a semi-analytical study of the brain at rest by a simple spin model.,2012,Frontiers in Computational Neuroscience,,Computational and Cognitive Neuroscience,"Spin model, Resting state fMRI, Neuroscience, Machine learning, Human brain, Computer science, Computational neuroscience, Computation, Brain network, Brain model, Attractor, Artificial intelligence",http://europepmc.org/articles/PMC3447303,,50,06/05/2020 21:15,Journal article,10.3389/FNCOM.2012.00068,,,6,,68,68,126,15.75,42,3,8,"Resting state networks show a surprisingly coherent and robust spatiotemporal organization. Previous theoretical studies demonstrated that these patterns can be understood as emergent on the basis of the underlying neuroanatomical connectivity skeleton. Integrating the biologically realistic DTI/DSI based neuroanatomical connectivity into a brain model of Ising spin dynamics, we found the presence of latent “ghost” multi-stable attractors, which can be studied analytically. The multistable attractor landscape defines a functionally meaningful dynamic repertoire of the brain network that is inherently present in the neuroanatomical connectivity. We demonstrate that the more entropy of attractors exists, the richer is the dynamical repertoire and consequently the brain network displays more capabilities of computation. We hypothesize therefore that human brain connectivity developed a scale free type of architecture in order to be able to store a large number of different and flexibly accessible brain functions"
130,"Karl J Friston, Michael Breakspear, Gustavo Deco",Perception and self-organized instability,2012,Frontiers in Computational Neuroscience,,Computational and Cognitive Neuroscience,"Self-organization, Perception, Neuroscience, Machine learning, Instability, Free energy principle, Dynamical systems theory, Conjecture, Computer science, Chaotic, Bayesian inference, Artificial intelligence",http://discovery.ucl.ac.uk/1376954/,,49,06/05/2020 21:15,Journal article,10.3389/FNCOM.2012.00044,,,6,,44,44,130,16.25,43,3,8,"This paper considers state-dependent dynamics that mediate perception in the brain. In particular, it considers the formal basis of self-organized instabilities that enable perceptual transitions during Bayes-optimal perception. The basic phenomena we consider are perceptual transitions that lead to conscious ignition (Dehaene and Changeux, 2011) and how they depend on dynamical instabilities that underlie chaotic itinerancy (Breakspear, 2001; Tsuda, 2001) and self-organized criticality (Beggs and Plenz, 2003; Plenz and Thiagarajan, 2007; Shew et al., 2011). Our approach is based on a dynamical formulation of perception as approximate Bayesian inference, in terms of variational free energy minimization. This formulation suggests that perception has an inherent tendency to induce dynamical instabilities (critical slowing) that enable the brain to respond sensitively to sensory perturbations. We briefly review the dynamics of perception, in terms of generalized Bayesian filtering and free energy minimization, present a formal conjecture about self-organized instability and then test this conjecture, using neuronal (numerical) simulations of perceptual categorization."
137,"Wulfram Gerstner, Henning Sprekeler, Henning Sprekeler, Gustavo Deco",Theory and Simulation in Neuroscience,2012,Science,,Computational and Cognitive Neuroscience,"Theory-theory, Simulated reality, Psychology, Premotor cortex, Neuroscience, Neuron, Mirror neuron, Mind reading, Facilitatio, nDevelopmental psychology, Common coding theory, Cognitive psychology",http://publications.eng.cam.ac.uk/574917/,,37,06/05/2020 21:15,Journal article,10.1126/SCIENCE.1227356,,,338,6103,60,65,137,17.13,34,4,8,"Modeling work in neuroscience can be classified using two different criteria. The first one is the complexity of the model, ranging from simplified conceptual models that are amenable to mathematical analysis to detailed models that require simulations in order to understand their properties. The second criterion is that of direction of workflow, which can be from microscopic to macroscopic scales (bottom-up) or from behavioral target functions to properties of components (top-down). We review the interaction of theory and simulation using examples of top-down and bottom-up studies and point to some current developments in the fields of computational and theoretical neuroscience."
147,"T Panagiotaropoulos, Gustavo Deco, Vishal Kapoor, N K Logothetis, N K Logothetis",Neuronal Discharges and Gamma Oscillations Explicitly Reflect Visual Consciousness in the Lateral Prefrontal Cortex,2012,Neuron,,Computational and Cognitive Neuroscience,"Visual perception, Temporal lobe, Stimulus (physiology), Psychology, Neuroscience, Macaque, Local field potential, Flash suppression, Extrastriate cortex, Cortex (botany)",http://pubman.mpdl.mpg.de/pubman/item/escidoc:1787621,,41,06/05/2020 21:15,Journal article,10.1016/J.NEURON.2012.04.013,,,74,5,924,935,147,18.38,29,5,8,"Summary Neuronal discharges in the primate temporal lobe, but not in the striate and extrastriate cortex, reliably reflect stimulus awareness. However, it is not clear whether visual consciousness should be uniquely localized in the temporal association cortex. Here we used binocular flash suppression to investigate whether visual awareness is also explicitly reflected in feature-selective neural activity of the macaque lateral prefrontal cortex (LPFC), a cortical area reciprocally connected to the temporal lobe. We show that neuronal discharges in the majority of single units and recording sites in the LPFC follow the phenomenal perception of a preferred stimulus. Furthermore, visual awareness is reliably reflected in the power modulation of high-frequency (>50 Hz) local field potentials in sites where spiking activity is found to be perceptually modulated. Our results suggest that the activity of neuronal populations in at least two association cortical areas represents the content of conscious visual perception."
437,"Gustavo Deco, Viktor K Jirsa","Ongoing Cortical Activity at Rest: Criticality, Multistability, and Ghost Attractors",2012,The Journal of Neuroscience,,Computational and Cognitive Neuroscience,"Resting state fMRI, Neuroscience, Multistability, Criticality, Communication, Biology, Attractor, Anatomy",https://repositori.upf.edu/handle/10230/23077,,5,06/05/2020 21:15,Journal article,10.1523/JNEUROSCI.2523-11.2012,,,32,10,3366,3375,437,54.63,219,2,8,"The ongoing activity of the brain at rest, i.e., under no stimulation and in absence of any task, is astonishingly highly structured into spatiotemporal patterns. These spatiotemporal patterns, called resting state networks, display low-frequency characteristics ("
81,"Tristan T Nakagawa, Viktor K Jirsa, Andreas Spiegler, Anthony R Mcintosh, Gustavo Deco",Bottom up modeling of the connectome: linking structure and function in the resting brain and their changes in aging.,2013,NeuroImage,,Computational and Cognitive Neuroscience,"Top-down and bottom-up design, Structure and function, Resting state fMRI, Graph, Functional networks, Functional connectivity, Functional brain, Connectome, Computer science, Artificial intelligence",https://core.ac.uk/display/61984978,,75,06/05/2020 21:15,Journal article,10.1016/J.NEUROIMAGE.2013.04.055,,,80,,318,329,81,11.57,16,5,7,"Abstract With the increasing availability of advanced imaging technologies, we are entering a new era of neuroscience. Detailed descriptions of the complex brain network enable us to map out a structural connectome, characterize it with graph theoretical methods, and compare it to the functional networks with increasing detail. To link these two aspects and understand how dynamics and structure interact to form functional brain networks in task and in the resting state, we use theoretical models. The advantage of using theoretical models is that by recreating functional connectivity and time series explicitly from structure and pre-defined dynamics, we can extract critical mechanisms by linking structure and function in ways not directly accessible in the real brain. Recently, resting-state models with varying local dynamics have reproduced empirical functional connectivity patterns, and given support to the view that the brain works at a critical point at the edge of a bifurcation of the system. Here, we present an overview of a modeling approach of the resting brain network and give an application of a neural mass model in the study of complexity changes in aging."
