Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
3,"JA Carrillo, S Cordier, G Deco, S Mancini","Complexity reduction of rate-equations models for two-choice decision-making",2013,"PloS one","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3855154/","https://scholar.google.com/scholar?cites=4178786761291473276&as_sdt=2005&sciodt=0,5&hl=en",302,"2020-04-30 13:05:27","HTML","","","",,,,,3,0.43,1,4,7,"We are concerned with the complexity reduction of a stochastic system of differential equations governing the dynamics of a neuronal circuit describing a decision-making task. This reduction is based on the slow-fast behavior of the problem and holds on the whole …"
3,"M Martinez-Garcia, A Insabato…","The encoding of decision difficulty and movement time in the primate premotor cortex",2015,"PLoS computational …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4640568/","https://scholar.google.com/scholar?cites=12657029320012221171&as_sdt=2005&sciodt=0,5&hl=en",303,"2020-04-30 13:05:27","HTML","","","",,,,,3,0.60,1,3,5,"Estimating the difficulty of a decision is a fundamental process to elaborate complex and adaptive behaviour. In this paper, we show that the movement time of behaving monkeys performing a decision-making task is correlated with decision difficulty and that the activity of …"
3,"PE Roland, CC Hilgetag, G Deco","Tracing evolution of spatio-temporal dynamics of the cerebral cortex: cortico-cortical communication dynamics",2014,"Frontiers in systems neuroscience","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fnsys.2014.00076","https://scholar.google.com/scholar?cites=1109588906703172157&as_sdt=2005&sciodt=0,5&hl=en",304,"2020-04-30 13:05:27","HTML","","","",,,,,3,0.50,1,3,6,"A considerable number of axons from neurons in one cortical area end up on other cortical areas. When one neuron in one cortical area sends an action potential to target neurons in other cortical areas, this is a realization of a cortico-cortical communication. Sensory …"
3,"K Friston, M Breakspear, G Deco","Critical slowing and perception",2014,"Edited by Dietmar Plenz and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/pdf/10.1002/9783527651009#page=212","https://scholar.google.com/scholar?cites=13328531690126833767&as_sdt=2005&sciodt=0,5&hl=en",305,"2020-04-30 13:05:27","","","","",,,,,3,0.50,1,3,6,"It is generally assumed that criticality and metastability underwrite the brain's dynamic repertoire of responses to an inconstant world. From perception to behavior, the ability to respond sensitively to changes in the environment–and to explore alternative hypotheses …"
4,"E Gómez, C Castillo, V Charisi, V Dahl, G Deco…","Assessing the impact of machine intelligence on human behaviour: an interdisciplinary endeavour",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1806.03192","https://scholar.google.com/scholar?cites=8644467149187382320&as_sdt=2005&sciodt=0,5&hl=en",306,"2020-04-30 13:05:27","","","","",,,,,4,2.00,1,6,2,"This document contains the outcome of the first Human behaviour and machine intelligence (HUMAINT) workshop that took place 5-6 March 2018 in Barcelona, Spain. The workshop was organized in the context of a new research programme at the Centre for Advanced …"
3,"E Balaguer-Ballester, R Moreno-Bote…","Metastable dynamics of neural ensembles",2018,"Frontiers in systems …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fnsys.2017.00099/full","https://scholar.google.com/scholar?cites=7533911301074351395&as_sdt=2005&sciodt=0,5&hl=en",307,"2020-04-30 13:05:27","HTML","","","",,,,,3,1.50,1,3,2,"A classical view of neural computation is that it can be characterized in terms of convergence to fixed-point-type attractor states (representing for instance memory patterns in Hopfield, 1982) or limit-cycle-like sequential transitions among states (mapping eg, motor …"
3,"G Deco, R Romo","Stochastic neural dynamics as a principle of perception",2009,"Coherent Behavior in Neuronal Networks","Springer","https://link.springer.com/chapter/10.1007/978-1-4419-0389-1_13","https://scholar.google.com/scholar?cites=1184749112671864995&as_sdt=2005&sciodt=0,5&hl=en",308,"2020-04-30 13:05:27","","","","",,,,,3,0.27,2,2,11,"Typically, the neuronal firing activity underlying brain functions exhibits a high degree of variability both within and between trials. The key question is: are these fluctuations just a concomitant effect of the neuronal substrate without playing any computational role or do …"
3,"G Deco, B Schürmann","Method conducted in a computer for classification of a time series having a prescribable number of samples",2001,"US Patent 6,266,624","Google Patents","https://patents.google.com/patent/US6266624B1/en","https://scholar.google.com/scholar?cites=18321580529883636121&as_sdt=2005&sciodt=0,5&hl=en",309,"2020-04-30 13:05:27","","","","",,,,,3,0.16,2,2,19,"A method for determining conditioned entropies for a prescribable plurality of future sampling times for a set of samples based upon an information flow. A classification of a time series is implemented on the basis of the information flow. The information flow reflects …"
4,"J Cruzat, G Deco, A Tauste-Campo, A Principe…","The dynamics of human cognition: Increasing global integration coupled with decreasing segregation found using iEEG",2018,"NeuroImage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811918300648","https://scholar.google.com/scholar?cites=4318576720924071141&as_sdt=2005&sciodt=0,5&hl=en",310,"2020-04-30 13:05:27","","","","",,,,,4,2.00,1,5,2,"Cognitive processing requires the ability to flexibly integrate and process information across large brain networks. How do brain networks dynamically reorganize to allow broad communication between many different brain regions in order to integrate information? We …"
3,"G Deco, E Hugues","Balanced input allows optimal encoding in a stochastic binary neural network model: an analytical study",2012,"PloS one","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3281140/","https://scholar.google.com/scholar?cites=8454790291977679103&as_sdt=2005&sciodt=0,5&hl=en",311,"2020-04-30 13:05:27","HTML","","","",,,,,3,0.38,2,2,8,"Recent neurophysiological experiments have demonstrated a remarkable effect of attention on the underlying neural activity that suggests for the first time that information encoding is indeed actively influenced by attention. Single cell recordings show that attention reduces …"
3,"A Daffertshofer, R Ton, B Pietras, ML Kringelbach…","Scale-freeness or partial synchronization in neural mass phase oscillator networks: Pick one of two?",2018,"NeuroImage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811918302805","https://scholar.google.com/scholar?cites=10357888832755029389&as_sdt=2005&sciodt=0,5&hl=en",312,"2020-04-30 13:05:27","HTML","","","",,,,,3,1.50,1,5,2,"Modeling and interpreting (partial) synchronous neural activity can be a challenge. We illustrate this by deriving the phase dynamics of two seminal neural mass models: the Wilson-Cowan firing rate model and the voltage-based Freeman model. We established that the …"
3,"T Masquelier, G Deco","Learning and coding in neural networks",2013,"Principles of neural coding","silversight.fr","http://www.silversight.fr/ava_biblio/pdf/masquelier_2013_PNC.pdf","https://scholar.google.com/scholar?cites=6096296692725814261&as_sdt=2005&sciodt=0,5&hl=en",313,"2020-04-30 13:05:27","PDF","","","",,,,,3,0.43,2,2,7,"How do neurons process, encode, and transmit information? This is a central question in neuroscience, referred to as the “neural coding” issue. There is a broad agreement that spikes are the basic currency for transmitting information between neurons, the reason …"
4,"SG Surampudi, J Misra, G Deco, RS Bapi, A Sharma…","Resting state dynamics meets anatomical structure: temporal multiple kernel learning (tMKL) model",2019,"NeuroImage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811918318597","https://scholar.google.com/scholar?cites=1720442745957402216&as_sdt=2005&sciodt=0,5&hl=en",314,"2020-04-30 13:05:27","","","","",,,,,4,4.00,1,6,1,"Over the last decade there has been growing interest in understanding the brain activity, in the absence of any task or stimulus, captured by the resting-state functional magnetic resonance imaging (rsfMRI). The resting state patterns have been observed to be exhibiting …"
2,"G Deco, D Obradovic","199 7. An Information-Theoretic Approach to Neural Computing",,"Berlin: Springer","","","https://scholar.google.com/scholar?cites=5370143656268102627&as_sdt=2005&sciodt=0,5&hl=en",315,"2020-04-30 13:05:27","CITATION","","","",,,,,2,0.00,1,2,,""
2,"R Hindriks, C Micheli, D Mantini, G Deco","Human resting-state electrophysiological networks in the alpha frequency band: evidence from magnetoencephalographic source imaging",2017,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/142091v1.abstract","https://scholar.google.com/scholar?cites=17502177467318741340&as_sdt=2005&sciodt=0,5&hl=en",316,"2020-04-30 13:05:27","","","","",,,,,2,0.67,1,4,3,"In the resting-state, extended regions of the human cortex engage in electrical oscillations within the alpha-frequency band (7-14 Hz) that can be measured outside the head by magnetoencephalography (MEG). Given the accumulating evidence that alpha oscillations …"
9,"LD Lord, P Expert, S Atasoy, L Roseman, K Rapuano…","Dynamical exploration of the repertoire of brain networks at rest is modulated by psilocybin",2019,"Neuroimage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811919304525","https://scholar.google.com/scholar?cites=4854041591668572640&as_sdt=2005&sciodt=0,5&hl=en",317,"2020-04-30 13:05:27","","","","",,,,,9,9.00,2,6,1,"Growing evidence from the dynamical analysis of functional neuroimaging data suggests that brain function can be understood as the exploration of a repertoire of metastable connectivity patterns ('functional brain networks'), which potentially underlie different mental …"
2,"PA Donnelly-Kehoe, VM Saenger, N Lisofsky, S Kuhn…","Consistent local dynamics in the brain across sessions are revealed by whole brain modeling of resting state activity",2017,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/104232v1.abstract","https://scholar.google.com/scholar?cites=7391356305947095297&as_sdt=2005&sciodt=0,5&hl=en",318,"2020-04-30 13:05:27","","","","",,,,,2,0.67,0,5,3,"Resting state fMRI has been the primary tool for studying the functional organization of the human brain. However, even at so-called"" rest"", ongoing brain activity and its underlying physiological organization is highly dynamic and yet most of the information generated so …"
4,"M Gilson, NE Kouvaris, G Deco, JF Mangin, C Poupon…","Network analysis of whole-brain fMRI dynamics: A new framework based on dynamic communicability",2019,"Neuroimage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811919305889","https://scholar.google.com/scholar?cites=10796653497886264205&as_sdt=2005&sciodt=0,5&hl=en",319,"2020-04-30 13:05:27","","","","",,,,,4,4.00,1,6,1,"Neuroimaging techniques such as MRI have been widely used to explore the associations between brain areas. Structural connectivity (SC) captures the anatomical pathways across the brain and functional connectivity (FC) measures the correlation between the activity of …"
2,"R Silipo, G Deco, B Schürmann, R Vergassola…","Investigating the underlying Markovian dynamics of ECG rhythms by information flow",2001,"Chaos, Solitons & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0960077901001023","https://scholar.google.com/scholar?cites=587212005794838310&as_sdt=2005&sciodt=0,5&hl=en",320,"2020-04-30 13:05:27","","","","",,,,,2,0.11,0,5,19,"Several approaches have been recently introduced to characterize and classify signals based on the underlying hidden dynamic. Markov models represent a natural choice for describing the dynamic evolution of a signal. However, the right selection of the memory of …"
2,"R Sanchez-Todo, R Salvador, E Santarnecchi…","Personalization of hybrid brain models from neuroimaging and electrophysiology data",2018,"BioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/461350v1.abstract","https://scholar.google.com/scholar?cites=15778144331285742387&as_sdt=2005&sciodt=0,5&hl=en",321,"2020-04-30 13:05:27","","","","",,,,,2,1.00,1,4,2,"Personalization is rapidly becoming standard practice in medical diagnosis and treatment. This study is part of an ambitious program towards computational personalization of neuromodulatory interventions in neuropsychiatry. We propose to model the individual …"
2,"G Deco, B Schurmann","Training data selection by detecting predictability in non-stationary time series by a surrogate-cumulant based approach",1996,"Proceedings of International Workshop …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/542740/","https://scholar.google.com/scholar?cites=9138592712572500945&as_sdt=2005&sciodt=0,5&hl=en",322,"2020-04-30 13:05:27","","","","",,,,,2,0.08,1,2,24,"We introduce a nonparametric cumulant based statistical approach for detecting linear and nonlinear statistical dependences in nonstationary time series. The statistical dependence is detected by measuring the predictability which tests the null hypothesis of statistical …"
2,"ET Rolls, W Cheng, M Gilson, W Gong, G Deco…","Beyond the disconnectivity hypothesis of schizophrenia",2020,"Cerebral …","academic.oup.com","https://academic.oup.com/cercor/article-abstract/30/3/1213/5543640","https://scholar.google.com/scholar?cites=10338610058385260922&as_sdt=2005&sciodt=0,5&hl=en",323,"2020-04-30 13:05:27","","","","",,,,,2,2.00,0,6,1,"To go beyond the disconnectivity hypothesis of schizophrenia, directed (effective) connectivity was measured between 94 brain regions, to provide evidence on the source of the changes in schizophrenia and a mechanistic model. Effective connectivity (EC) was …"
2,"M Haft, M Schlang, G Deco","Information theory and local learning rules in a self-organizing network of ising spins",1995,"Physical Review E","APS","https://journals.aps.org/pre/abstract/10.1103/PhysRevE.52.2860","https://scholar.google.com/scholar?cites=16281561331035101561&as_sdt=2005&sciodt=0,5&hl=en",324,"2020-04-30 13:05:27","","","","",,,,,2,0.08,1,3,25,"The Boltzmann machine uses the relative entropy as a cost function to fit the Boltzmann distribution to a fixed given distribution. Instead of the relative entropy, we use the mutual information between input and output units to define an unsupervised analogy to the …"
2,"G Deco, M Stetter, M Szabo","Biased Competition and Cooperation: A Mechanism of Mammalian Visual Recognition?",2007,"Object Recognition, Attention, and Action","Springer","https://link.springer.com/chapter/10.1007/978-4-431-73019-4_13","https://scholar.google.com/scholar?cites=2154641741212517913&as_sdt=2005&sciodt=0,5&hl=en",325,"2020-04-30 13:05:27","","","","",,,,,2,0.15,1,3,13,"In humans and mammals with higher cognitive capabilities, the neocortex is a very prominent brain structure (Fig. 1). As such it seems to be crucially involved in the cognitive processes. The neocortex can be subdivided into a set of functionally different areas (Van …"
2,"LD Lord, P Expert, S Atasoy, L Roseman, K Rapuano…","Altered trajectories in the dynamical repertoire of functional network states under psilocybin",2018,"BioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/376491v1.abstract","https://scholar.google.com/scholar?cites=6453056221217740705&as_sdt=2005&sciodt=0,5&hl=en",326,"2020-04-30 13:05:27","","","","",,,,,2,1.00,0,6,2,"Brain activity can be understood as the exploration of a dynamical landscape of activity configurations over both space and time. This dynamical landscape may be defined in terms of spontaneous transitions within a repertoire of discrete metastable states of functional …"
2,"J Cabral, E Hugues, G Deco","Simulated functional networks in health and schizophrenia: a graph theoretical approach",2011,"BMC neuroscience","bmcneurosci.biomedcentral.com","https://bmcneurosci.biomedcentral.com/articles/10.1186/1471-2202-12-S1-P63","https://scholar.google.com/scholar?cites=791391548099315657&as_sdt=2005&sciodt=0,5&hl=en",327,"2020-04-30 13:05:27","","","","",,,,,2,0.22,1,3,9,"In the last decade, particular attention has been paid to the graph theoretical aspects of the brain's network and its implications in brain function. Small-worldness, path length, efficiency and several other graph theoretical metrics have allowed characterizing anatomical and functional network …"
2,"G Deco, D Obradovic","Statistical Physics Theory of Supervised Learning and Generalization",1996,"An Information-Theoretic Approach to Neural …","Springer","https://link.springer.com/chapter/10.1007/978-1-4612-4016-7_8","https://scholar.google.com/scholar?cites=7725592857562237119&as_sdt=2005&sciodt=0,5&hl=en",328,"2020-04-30 13:05:27","","","","",,,,,2,0.08,1,2,24,"The problem of learning and generalization from examples using neural networks has been posed in the context of statistics [8.1–8.3] and of statistical physics [8.4–8.7]. In the statistical physics approach an ensemble of neural networks is used to address the problem of …"
2,"L Dempere-Marco, DP Melcher, G Deco","A computational study of visual working memory capacity in the presence of saliency effects",2011,"BMC neuroscience","Springer","https://link.springer.com/article/10.1186/1471-2202-12-S1-P64","https://scholar.google.com/scholar?cites=1332937936450192893&as_sdt=2005&sciodt=0,5&hl=en",329,"2020-04-30 13:05:27","","","","",,,,,2,0.22,1,3,9,"Conclusions A severe limitation in visual working memory capacity arises from the constraints that lateral inhibition imposes to the mnemonic activity during the delay period. However, it is also worth noting that a further limitation to working memory capacity derives …"
3,"R Hindriks, C Micheli, CA Bosman, R Oostenveld…","Source-reconstruction of the sensorimotor network from resting-state macaque electrocorticography",2018,"NeuroImage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811918305172","https://scholar.google.com/scholar?cites=8482372099781337492&as_sdt=2005&sciodt=0,5&hl=en",330,"2020-04-30 13:05:27","","","","",,,,,3,1.50,1,5,2,"The discovery of hemodynamic (BOLD-fMRI) resting-state networks (RSNs) has brought about a fundamental shift in our thinking about the role of intrinsic brain activity. The electrophysiological underpinnings of RSNs remain largely elusive and it has been shown …"
2,"SS Pereira, R Hindriks, S Mühlberg, E Maris…","Effect of Field Spread on Resting-State Magneto Encephalography Functional Network Analysis: A Computational Modeling Study",2017,"Brain …","search.proquest.com","http://search.proquest.com/openview/c02c138c6acf0b0ff0011c578bec58d0/1?pq-origsite=gscholar&cbl=2029230","https://scholar.google.com/scholar?cites=1713671385722686962&as_sdt=2005&sciodt=0,5&hl=en",331,"2020-04-30 13:05:27","","","","",,,,,2,0.67,0,5,3,"A popular way to analyze resting-state electroencephalography (EEG) and magneto encephalography (MEG) data is to treat them as a functional network in which sensors are identified with nodes and the interaction between channel time series and the network …"
2,"A Stemme, G Deco, EW Lang","Perceptual learning with perceptions",2011,"Cognitive neurodynamics","Springer","https://link.springer.com/article/10.1007/s11571-010-9134-9","https://scholar.google.com/scholar?cites=9209621126778979004&as_sdt=2005&sciodt=0,5&hl=en",332,"2020-04-30 13:05:27","","","","",,,,,2,0.22,1,3,9,"In this work we present an approach to understand neuronal mechanisms underlying perceptual learning. Experimental results achieved with stimulus patterns of coherently moving dots are considered to build a simple neuronal model. The design of the model is …"
2,"M Demirtaş, G Deco","Computational models of dysconnectivity in large-scale resting-state networks",2018,"Computational Psychiatry","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780128098257000043","https://scholar.google.com/scholar?cites=11213553928250466479&as_sdt=2005&sciodt=0,5&hl=en",333,"2020-04-30 13:05:27","","","","",,,,,2,1.00,1,2,2,"Brain activity, on every scale, spontaneously fluctuates, thereby exhibiting complex, dynamic interactions that manifest rich synchronization patterns. In the past decade, many studies have advanced our understanding of the mechanisms behind the dynamic interactions …"
2,"G Deco, D Obradovic","Statistical physics theory of query learning by an ensemble of higher-order neural networks",1995,"Physical Review E","APS","https://journals.aps.org/pre/abstract/10.1103/PhysRevE.52.1953","https://scholar.google.com/scholar?cites=7460017712961269482&as_sdt=2005&sciodt=0,5&hl=en",334,"2020-04-30 13:05:27","","","","",,,,,2,0.08,1,2,25,"Query learning aims to improve the generalization ability of a network that continuously learns by actively selecting nonredundant data, ie, data that contain new information about the process. In this paper, we formulate the problem of query learning in the statistical …"
4,"P Donnelly‐Kehoe, VM Saenger…","Reliable local dynamics in the brain across sessions are revealed by whole‐brain modeling of resting state activity",2019,"Human brain …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.24572","https://scholar.google.com/scholar?cites=1983654799606984393&as_sdt=2005&sciodt=0,5&hl=en",335,"2020-04-30 13:05:27","","","","",,,,,4,4.00,1,3,1,"Resting state fMRI is a tool for studying the functional organization of the human brain. Ongoing brain activity at “rest” is highly dynamic, but procedures such as correlation or independent component analysis treat functional connectivity (FC) as if, theoretically, it is …"
2,"S Corchs, G Deco","Selective attention in visual search: A neural network of phase oscillators",2001,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231201004830","https://scholar.google.com/scholar?cites=10941971768917681392&as_sdt=2005&sciodt=0,5&hl=en",336,"2020-04-30 13:05:27","","","","",,,,,2,0.11,1,2,19,"We study the selective attention mechanism in the context of visual search and formulate a neurodynamical model consisting of different pools of interconnected phase oscillators. Each oscillator is described by an integrate-and-fire-type equation. Numerical calculations …"
3,"K Glomb, ML Kringelbach, G Deco, P Hagmann…","Functional harmonics reveal multi-dimensional basis functions underlying cortical organization",2019,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/699678v1.abstract","https://scholar.google.com/scholar?cites=14572365946158052728&as_sdt=2005&sciodt=0,5&hl=en",337,"2020-04-30 13:05:27","","","","",,,,,3,3.00,1,5,1,"The human brain consists of functionally specialized areas, which flexibly interact and integrate forming a multitude of complex functional networks. The principles underlying this functional differentiation and integration remain unknown. Here, we demonstrate that a …"
2,"R Silipo, G Deco, H Bartsch","Rest EEG hidden dynamics as a discriminant for brain tumour classification",2000,"Artificial Neural Networks in Biomedicine","Springer","https://link.springer.com/chapter/10.1007/978-1-4471-0487-2_14","https://scholar.google.com/scholar?cites=8218731163698363059&as_sdt=2005&sciodt=0,5&hl=en",338,"2020-04-30 13:05:27","","","","",,,,,2,0.10,1,3,20,"The hard problem of brain tumour detection is investigated based on rest EEG analysis, trying to ascertain whether the EEG signal contains more hidden useful information than what is clinically employed. A nonlinear analysis of the hidden dynamics is applied to the …"
2,"R Ton, G Deco, ML Kringelbach, M Woolrich…","Distinct criticality of phase and amplitude dynamics in the resting brain",2015,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1512.02574","https://scholar.google.com/scholar?cites=15532557541148439306&as_sdt=2005&sciodt=0,5&hl=en",339,"2020-04-30 13:05:27","","","","",,,,,2,0.40,0,5,5,"Converging research suggests that the resting brain operates at the cusp of dynamic instability signified by scale-free temporal correlations. We asked if the scaling properties of these correlations differ between amplitude and phase fluctuations, which may reflect …"
2,"S Corchs, G Deco","A neurodynamical model to simulate neural activities in visual attention experiments",2002,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231202004691","https://scholar.google.com/scholar?cites=16200635258835967200&as_sdt=2005&sciodt=0,5&hl=en",340,"2020-04-30 13:05:27","","","","",,,,,2,0.11,1,2,18,"In the present work we follow a computational neuroscience approach in order to study the role of attention in visual perception. According to the biased competition hypothesis, when multiple stimuli are present in the visual field, populations of neurons are activated that …"
2,"G Deco, B Schurmann","Information flow and chaotic dynamics",1996,"Proceedings of International Workshop …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/542775/","https://scholar.google.com/scholar?cites=5182938632995246966&as_sdt=2005&sciodt=0,5&hl=en",341,"2020-04-30 13:05:27","","","","",,,,,2,0.08,1,2,24,"We introduce an information-theory-based concept for the characterization of the information flow in chaotic systems in the framework of symbolic dynamics. The information flow characterizes the loss of information about the initial conditions, ie the decay of statistical …"
3,"G Deco, B Schürmann","Predictive coding in the visual cortex by a recurrent network with gabor receptive fields",2001,"Neural processing letters","Springer","https://link.springer.com/article/10.1023/A:1012423722458","https://scholar.google.com/scholar?cites=3610201066160660174&as_sdt=2005&sciodt=0,5&hl=en",342,"2020-04-30 13:05:27","","","","",,,,,3,0.16,2,2,19,"We derive a recurrent neural network architecture of single cells in the primary visual cortex that dynamically improves a 2D-Gabor wavelet based representation of an image by minimizing the corresponding reconstruction error via feedback connections. Furthermore …"
1,"GR Deco, RD Rivarola…","Electron capture and ionization in atomic collisions",1989,"Nuclear Instruments and …","Elsevier Science","","https://scholar.google.com/scholar?cites=14927693733370771964&as_sdt=2005&sciodt=0,5&hl=en",343,"2020-04-30 13:05:27","CITATION","","","",,,,,1,0.03,0,3,31,""
1,"RD Rivarola, GR Deco","Relativistic distorted wave models for electron capture",1987,"Nuclear Instruments and Methods in Physics …","osti.gov","https://www.osti.gov/etdeweb/biblio/6207130","https://scholar.google.com/scholar?cites=10185561189323038720&as_sdt=2005&sciodt=0,5&hl=en",344,"2020-04-30 13:05:27","","","","",,,,,1,0.03,1,2,33,"Different distortd wave models are studied to describe nonradiative electron capture in relativistic ion-atom collision. Comparisons are given with other theoretical models and experimental data."
1,"C Beck, U Olcese, A Montagner…","A neuroinspired cognitive behavioral control architecture for visually driven mobile robotics",2009,"… on Robotics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4913342/","https://scholar.google.com/scholar?cites=13786339519734748068&as_sdt=2005&sciodt=0,5&hl=en",345,"2020-04-30 13:05:27","","","","",,,,,1,0.09,0,4,11,"Several studies have shown that the optic flow serves as a tool for navigation for animals. Flying insects use it to follow paths and avoid obstacles, while in primates it represents an additional input that can improve navigational performance. A neuroinspired architecture for …"
1,"G Deco, ET Rolls","Decision‐making mechanisms in the brain",2007,"AIP Conference Proceedings","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.2709582","https://scholar.google.com/scholar?cites=15769171323095610417&as_sdt=2005&sciodt=0,5&hl=en",346,"2020-04-30 13:05:27","","","","",,,,,1,0.08,1,2,13,"Behavioral, neurophysiological, and theoretical studies are converging to a common theory of decision‐making that assumes an underlying diffusion process which integrates both the accumulation of perceptual and cognitive evidence for making the decision and motor …"
1,"LF Lago-Fernández, G Deco","Simultaneous parallel processing of object and position by temporal correlation",2001,"International Work-Conference on Artificial …","Springer","https://link.springer.com/chapter/10.1007/3-540-45723-2_7","https://scholar.google.com/scholar?cites=8737977437737773096&as_sdt=2005&sciodt=0,5&hl=en",347,"2020-04-30 13:05:27","","","","",,,,,1,0.05,1,2,19,"There is experimental evidence forthe separate processing of different features that belong to a complex visual stimulus in different brain areas. The temporal correlation betw een neurons responding to each of these features is often thought to be the binding element. In …"
1,"M Pannunzi, A Pérez-Bellido, AP Baños…","Scrutinizing integrative effects in a multi-stimuli detection task",2012,"Seeing and …","brill.com","https://brill.com/view/journals/sp/25/0/article-p100_93.xml","https://scholar.google.com/scholar?cites=11375155802299114214&as_sdt=2005&sciodt=0,5&hl=en",348,"2020-04-30 13:05:27","","","","",,,,,1,0.13,0,4,8,"The level of processing at which different modalities interact to either facilitate or interfere with detection has been a matter of debate for more than half a century. This question has been mainly addressed by means of statistical models (Green,), or by biologically plausible …"
1,"E Mavritsaki, D Heinke, G Humphreys…","The Spiking Search over Time and Space Model (sSoTS): Simulating Dual Task Experiments and the Temporal Dynamics of Preview Search",2007,"International Workshop on …","Springer","https://link.springer.com/chapter/10.1007/978-3-540-77343-6_22","https://scholar.google.com/scholar?cites=4021836560778204582&as_sdt=2005&sciodt=0,5&hl=en",349,"2020-04-30 13:05:27","","","","",,,,,1,0.08,0,4,13,"The visual information we receive in the real world is usually prioritized through time as well as space. Evidence presented by Watson and Humphreys [18] supports the view that new information in search tasks is prioritised by (amongst other processes) active ignoring of old …"
1,"T Deneux, T Masquelier, MA Bermudez…","Visual stimulation quenches global alpha range activity in awake primate V4: a case study",2017,"…","spiedigitallibrary.org","https://www.spiedigitallibrary.org/journals/Neurophotonics/volume-4/issue-3/031222/Visual-stimulation-quenches-global-alpha-range-activity-in-awake-primate/10.1117/1.NPh.4.3.031222.short","https://scholar.google.com/scholar?cites=11813915389176175415&as_sdt=2005&sciodt=0,5&hl=en",350,"2020-04-30 13:05:27","","","","",,,,,1,0.33,0,4,3,"Increasing evidence suggests that sensory stimulation not only changes the level of cortical activity with respect to baseline but also its structure. Despite having been reported in a multitude of conditions and preparations (for instance, as a quenching of intertrial variability …"
1,"M Schirner, AR McIntosh, V Jirsa, G Deco, P Ritter","Bridging multiple scales in the human brain using computational modelling",2016,"BioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/085548v1.abstract","https://scholar.google.com/scholar?cites=10380120508333237200&as_sdt=2005&sciodt=0,5&hl=en",351,"2020-04-30 13:05:27","","","","",,,,,1,0.25,0,5,4,"Brain dynamics span multiple spatial and temporal scales, from fast spiking neurons to slow fluctuations over distributed areas. No single experimental method links data across scales. Here, we bridge this gap using The Virtual Brain connectome-based modelling platform to …"
1,"J Cruzat, G Deco, A Tauste, A Principe, M Calabria…","The dynamics of human cognition: increasing global integration coupled with decreasing segregation found using intracortical EEG",2016,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/089326v1.full-text","https://scholar.google.com/scholar?cites=7188157078305655872&as_sdt=2005&sciodt=0,5&hl=en",352,"2020-04-30 13:05:27","HTML","","","",,,,,1,0.25,0,6,4,"Cognitive processing requires the ability to flexibly adjust and integrate information across large brain networks. More information is needed on how brain networks dynamically reorganize to allow such broad communication across many different brain regions in order …"
1,"M Gilson, G Zamora-López, V Pallarés…","Model-based whole-brain effective connectivity to study distributed cognition in health and disease",2020,"Network …","MIT Press","https://www.mitpressjournals.org/doi/abs/10.1162/netn_a_00117","https://scholar.google.com/scholar?cites=3932747849951341246&as_sdt=2005&sciodt=0,5&hl=en",353,"2020-04-30 13:05:27","","","","",,,,,1,1.00,0,4,1,"Neuroimaging techniques are now widely used to study human cognition. The functional associations between brain areas have become a standard proxy to describe how cognitive processes are distributed across the brain network. Among the many analysis tools …"
